IMG/center_2017_10_31_02_49_48_860.jpg,IMG/left_2017_10_31_02_49_48_860.jpg,IMG/right_2017_10_31_02_49_48_860.jpg,0,0,0,1.203749
IMG/center_2017_10_31_02_49_48_928.jpg,IMG/left_2017_10_31_02_49_48_928.jpg,IMG/right_2017_10_31_02_49_48_928.jpg,0,0,0,1.194083
IMG/center_2017_10_31_02_49_48_994.jpg,IMG/left_2017_10_31_02_49_48_994.jpg,IMG/right_2017_10_31_02_49_48_994.jpg,0,0,0,1.186885
IMG/center_2017_10_31_02_49_49_064.jpg,IMG/left_2017_10_31_02_49_49_064.jpg,IMG/right_2017_10_31_02_49_49_064.jpg,-0.2,0,0,1.175603
IMG/center_2017_10_31_02_49_49_131.jpg,IMG/left_2017_10_31_02_49_49_131.jpg,IMG/right_2017_10_31_02_49_49_131.jpg,-0.35,0,0,1.165562
IMG/center_2017_10_31_02_49_49_199.jpg,IMG/left_2017_10_31_02_49_49_199.jpg,IMG/right_2017_10_31_02_49_49_199.jpg,-0.5000001,0.04863998,0,1.167352
IMG/center_2017_10_31_02_49_49_269.jpg,IMG/left_2017_10_31_02_49_49_269.jpg,IMG/right_2017_10_31_02_49_49_269.jpg,-0.3398789,0.2858997,0,1.347403
IMG/center_2017_10_31_02_49_49_339.jpg,IMG/left_2017_10_31_02_49_49_339.jpg,IMG/right_2017_10_31_02_49_49_339.jpg,-0.1602915,0.1612076,0,1.489362
IMG/center_2017_10_31_02_49_49_405.jpg,IMG/left_2017_10_31_02_49_49_405.jpg,IMG/right_2017_10_31_02_49_49_405.jpg,0,0,0,1.523984
IMG/center_2017_10_31_02_49_49_473.jpg,IMG/left_2017_10_31_02_49_49_473.jpg,IMG/right_2017_10_31_02_49_49_473.jpg,0,0.07854456,0,1.53165
IMG/center_2017_10_31_02_49_49_544.jpg,IMG/left_2017_10_31_02_49_49_544.jpg,IMG/right_2017_10_31_02_49_49_544.jpg,0,0.2951086,0,1.695732
IMG/center_2017_10_31_02_49_49_613.jpg,IMG/left_2017_10_31_02_49_49_613.jpg,IMG/right_2017_10_31_02_49_49_613.jpg,0,0.1170654,0,1.864648
IMG/center_2017_10_31_02_49_49_682.jpg,IMG/left_2017_10_31_02_49_49_682.jpg,IMG/right_2017_10_31_02_49_49_682.jpg,0,0.1285665,0,1.873515
IMG/center_2017_10_31_02_49_49_752.jpg,IMG/left_2017_10_31_02_49_49_752.jpg,IMG/right_2017_10_31_02_49_49_752.jpg,0,0.3157818,0,2.061919
IMG/center_2017_10_31_02_49_49_820.jpg,IMG/left_2017_10_31_02_49_49_820.jpg,IMG/right_2017_10_31_02_49_49_820.jpg,0,0.4876111,0,2.374645
IMG/center_2017_10_31_02_49_49_890.jpg,IMG/left_2017_10_31_02_49_49_890.jpg,IMG/right_2017_10_31_02_49_49_890.jpg,-0.2,0.7332594,0,2.969223
IMG/center_2017_10_31_02_49_49_959.jpg,IMG/left_2017_10_31_02_49_49_959.jpg,IMG/right_2017_10_31_02_49_49_959.jpg,-0.1377434,0.9158763,0,3.559067
IMG/center_2017_10_31_02_49_50_028.jpg,IMG/left_2017_10_31_02_49_50_028.jpg,IMG/right_2017_10_31_02_49_50_028.jpg,0,1,0,4.481467
IMG/center_2017_10_31_02_49_50_097.jpg,IMG/left_2017_10_31_02_49_50_097.jpg,IMG/right_2017_10_31_02_49_50_097.jpg,0,1,0,5.179286
IMG/center_2017_10_31_02_49_50_163.jpg,IMG/left_2017_10_31_02_49_50_163.jpg,IMG/right_2017_10_31_02_49_50_163.jpg,-0.2,0.9330596,0,6.050823
